FlightDate,HourRange,NonUsaPassengerAverageWait,NonUsaPassengerCount,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount
2023-09-12,1600 - 1700,41,1091,1976,18,885
2023-09-12,1700 - 1800,38,611,1256,20,645
2023-09-12,1800 - 1900,20,426,855,12,429
2023-09-12,1900 - 2000,29,268,643,16,375
2023-09-12,2000 - 2100,44,1025,1822,12,797
2023-09-12,2100 - 2200,63,657,1440,18,783
2023-09-12,2200 - 2300,78,608,1041,21,433
2023-09-12,2300 - 0000,69,198,525,19,327
2023-09-13,0500 - 0600,61,762,1164,46,402
2023-09-13,0600 - 0700,34,295,374,22,79
2023-09-13,0700 - 0800,29,1521,1952,22,431
2023-09-13,0800 - 0900,13,316,399,7,83
2023-09-13,0900 - 1000,8,182,273,7,91
2023-09-13,1000 - 1100,33,1349,1853,21,504
2023-09-13,1100 - 1200,25,1131,1748,12,617
2023-09-13,1200 - 1300,23,1695,2370,12,675
2023-09-13,1300 - 1400,21,841,1668,17,827
2023-09-13,1400 - 1500,23,973,1888,15,915
2023-09-13,1500 - 1600,40,1457,2443,21,986
2023-09-13,1600 - 1700,25,677,1185,16,508
2023-09-13,1700 - 1800,22,1043,1752,12,709
2023-09-13,1800 - 1900,18,804,1305,12,501
2023-09-13,1900 - 2000,35,610,1134,19,524
2023-09-13,2000 - 2100,27,251,759,9,508
2023-09-13,2100 - 2200,34,584,1332,13,748
2023-09-13,2200 - 2300,61,1024,1635,20,611
2023-09-13,2300 - 0000,61,316,481,33,165
2023-09-14,0500 - 0600,40,441,651,22,210
2023-09-14,0600 - 0700,38,634,915,11,281
2023-09-14,0700 - 0800,29,725,954,17,229
2023-09-14,0800 - 0900,36,717,893,22,176
2023-09-14,1000 - 1100,22,1154,1455,13,301
2023-09-14,1100 - 1200,21,1240,1897,11,657
2023-09-14,1200 - 1300,19,1080,1602,10,522
2023-09-14,1300 - 1400,37,1825,2721,19,896
2023-09-14,1400 - 1500,59,1210,2046,21,836
2023-09-14,1500 - 1600,57,1272,1898,24,626
2023-09-14,1600 - 1700,29,851,1476,14,625
2023-09-14,1700 - 1800,21,442,1167,13,725
2023-09-14,1800 - 1900,22,973,1556,10,583
2023-09-14,1900 - 2000,22,300,598,15,298
2023-09-14,2000 - 2100,28,507,1026,16,519
2023-09-14,2100 - 2200,23,898,1831,11,933
2023-09-14,2200 - 2300,27,679,922,13,243
2023-09-14,2300 - 0000,35,563,838,15,275
2023-09-15,0600 - 0700,16,895,1185,6,290
2023-09-15,0700 - 0800,39,824,1119,20,295
2023-09-15,0800 - 0900,37,685,903,17,218
2023-09-15,0900 - 1000,29,543,856,16,313
2023-09-15,1000 - 1100,34,1025,1327,12,302
2023-09-15,1100 - 1200,32,1735,2445,23,710
2023-09-15,1200 - 1300,40,1321,2149,16,828
2023-09-15,1300 - 1400,40,1354,1972,16,618
2023-09-15,1400 - 1500,61,2247,3894,26,1647
2023-09-15,1500 - 1600,57,781,1392,18,611
2023-09-15,1600 - 1700,40,1271,2439,21,1168
2023-09-15,1700 - 1800,26,211,491,15,280
2023-09-15,1800 - 1900,22,1043,1567,10,524
2023-09-15,1900 - 2000,15,748,1229,8,481
2023-09-15,2000 - 2100,20,430,1154,13,724
2023-09-15,2100 - 2200,23,775,1442,12,667
2023-09-15,2200 - 2300,18,169,239,10,70
2023-09-15,2300 - 0000,32,914,1378,23,464
2023-09-16,0500 - 0600,22,133,266,17,133
2023-09-16,0600 - 0700,10,321,548,5,227
2023-09-16,0700 - 0800,21,708,1055,18,347
2023-09-16,0800 - 0900,25,1365,1902,11,537
2023-09-16,0900 - 1000,33,1053,1417,16,364
2023-09-16,1000 - 1100,30,457,651,27,194
2023-09-16,1100 - 1200,21,1124,1740,14,616
2023-09-16,1200 - 1300,12,780,1538,9,758
2023-09-16,1300 - 1400,15,1571,2487,9,916
2023-09-16,1400 - 1500,24,1578,3138,17,1560
2023-09-16,1500 - 1600,50,1464,2451,25,987
2023-09-16,1600 - 1700,45,1083,2095,27,1012
2023-09-16,1700 - 1800,42,396,1096,20,700
2023-09-16,1800 - 1900,21,1294,2151,12,857
2023-09-16,1900 - 2000,28,648,1325,10,677
2023-09-16,2000 - 2100,26,705,1697,18,992
2023-09-16,2100 - 2200,14,183,581,11,398
2023-09-16,2200 - 2300,20,607,1337,14,730
2023-09-16,2300 - 0000,24,390,807,16,417
2023-09-17,0500 - 0600,27,272,475,19,203
2023-09-17,0600 - 0700,17,529,988,11,459
2023-09-17,0700 - 0800,39,1307,1834,19,527
2023-09-17,0800 - 0900,36,485,759,9,274
2023-09-17,0900 - 1000,35,794,1337,18,543
2023-09-17,1000 - 1100,24,322,512,14,190
2023-09-17,1100 - 1200,25,1501,2385,12,884
2023-09-17,1200 - 1300,14,458,1024,10,566
2023-09-17,1300 - 1400,25,2140,3614,12,1474
2023-09-17,1400 - 1500,46,1052,2582,19,1530
2023-09-17,1500 - 1600,35,622,1533,18,911
2023-09-17,1600 - 1700,18,854,2309,17,1455
2023-09-17,1700 - 1800,18,430,1055,15,625
2023-09-17,1800 - 1900,13,664,1357,10,693
2023-09-17,1900 - 2000,12,481,1397,10,916
2023-09-17,2000 - 2100,19,388,830,15,442
2023-09-17,2100 - 2200,18,595,1352,13,757
2023-09-17,2200 - 2300,29,729,1822,16,1093
2023-09-17,2300 - 0000,22,301,1031,20,730
2023-09-18,0500 - 0600,37,717,1289,18,572
2023-09-18,0600 - 0700,36,52,164,20,112
2023-09-18,0700 - 0800,17,697,1039,20,342
2023-09-18,0800 - 0900,26,605,1035,12,430
2023-09-18,0900 - 1000,44,871,1335,18,464
2023-09-18,1000 - 1100,32,889,1409,24,520
2023-09-18,1100 - 1200,19,546,1035,13,489
2023-09-18,1200 - 1300,29,1446,2657,13,1211
2023-09-18,1300 - 1400,29,696,1494,15,798
2023-09-18,1400 - 1500,50,1768,3147,23,1379
2023-09-18,1500 - 1600,78,1586,3060,29,1474
2023-09-18,1600 - 1700,55,474,1177,34,703
2023-09-18,1700 - 1800,43,960,1987,22,1027
2023-09-18,1800 - 1900,18,676,1355,10,679
2023-09-18,1900 - 2000,32,489,838,14,349
2023-09-18,2000 - 2100,17,338,1102,17,764
2023-09-18,2100 - 2200,15,492,1368,10,876
2023-09-18,2200 - 2300,16,408,820,8,412
2023-09-18,2300 - 0000,18,394,1315,16,921
2023-09-19,0400 - 0500,0,1,6,1,5
2023-09-19,0500 - 0600,34,525,1016,18,491
2023-09-19,0600 - 0700,16,424,539,16,115
2023-09-19,0700 - 0800,38,307,531,28,224
2023-09-19,0800 - 0900,27,465,722,12,257
2023-09-19,0900 - 1000,63,1235,1939,23,704
2023-09-19,1000 - 1100,58,250,471,18,221
2023-09-19,1100 - 1200,51,852,1712,22,860
2023-09-19,1200 - 1300,51,1019,1840,19,821
2023-09-19,1300 - 1400,60,1061,2100,20,1039
2023-09-19,1400 - 1500,57,602,1279,26,677
2023-09-19,1500 - 1600,52,984,1807,19,823
2023-09-19,1600 - 1700,26,897,1761,14,864
2023-09-19,1700 - 1800,18,556,1213,13,657
2023-09-19,1800 - 1900,18,603,1325,13,722
2023-09-19,1900 - 2000,17,423,1026,12,603
2023-09-19,2000 - 2100,27,787,1275,14,488
2023-09-19,2100 - 2200,25,695,1662,12,967
2023-09-19,2200 - 2300,18,350,622,10,272
2023-09-19,2300 - 0000,22,532,1295,16,763
2023-09-20,0500 - 0600,35,555,966,25,411
2023-09-20,0600 - 0700,25,550,787,17,237
2023-09-20,0700 - 0800,37,968,1350,26,382
2023-09-20,0800 - 0900,17,691,867,8,176
2023-09-20,0900 - 1000,29,195,428,20,233
2023-09-20,1000 - 1100,40,1411,1831,17,420
2023-09-20,1100 - 1200,35,901,1416,14,515
2023-09-20,1200 - 1300,53,1293,2254,18,961
2023-09-20,1300 - 1400,56,1312,2206,18,894
2023-09-20,1400 - 1500,69,1504,3032,31,1528
2023-09-20,1500 - 1600,66,969,1614,27,645
2023-09-20,1600 - 1700,36,325,660,19,335
2023-09-20,1700 - 1800,50,1001,1857,24,856
2023-09-20,1800 - 1900,39,783,1660,20,877
2023-09-20,1900 - 2000,45,561,915,10,354
2023-09-20,2000 - 2100,24,351,864,14,513
2023-09-20,2100 - 2200,27,522,1241,18,719
2023-09-20,2200 - 2300,26,837,1700,17,863
2023-09-20,2300 - 0000,29,481,1032,22,551
2023-09-21,0000 - 0100,5,10,12,3,2
2023-09-21,0500 - 0600,38,659,968,25,309
2023-09-21,0600 - 0700,29,161,214,13,53
2023-09-21,0700 - 0800,33,1012,1534,17,522
2023-09-21,0800 - 0900,19,186,269,11,83
2023-09-21,0900 - 1000,30,745,960,16,215
2023-09-21,1000 - 1100,26,770,1340,16,570
2023-09-21,1100 - 1200,17,886,1649,11,763
2023-09-21,1200 - 1300,13,756,1125,9,369
2023-09-21,1300 - 1400,22,1193,2090,13,897
2023-09-21,1400 - 1500,43,1763,2997,19,1234
2023-09-21,1500 - 1600,52,890,1442,21,552
2023-09-21,1600 - 1700,34,797,1673,17,876
2023-09-21,1700 - 1800,39,560,1303,19,743
2023-09-21,1800 - 1900,31,783,1373,14,590
2023-09-21,1900 - 2000,8,115,213,3,98
2023-09-21,2000 - 2100,34,880,1830,20,950
2023-09-21,2100 - 2200,46,510,1068,26,558
2023-09-21,2200 - 2300,52,809,1372,17,563
2023-09-21,2300 - 0000,36,249,447,14,198
2023-09-22,0500 - 0600,21,205,276,13,71
2023-09-22,0600 - 0700,19,811,1239,6,428
2023-09-22,0700 - 0800,44,1414,2001,21,587
2023-09-22,0800 - 0900,47,245,283,18,38
2023-09-22,0900 - 1000,51,1351,1762,20,411
2023-09-22,1000 - 1100,43,730,1136,11,406
2023-09-22,1100 - 1200,35,1124,1600,20,476
2023-09-22,1200 - 1300,30,966,1679,16,713
2023-09-22,1300 - 1400,33,1160,2100,15,940
2023-09-22,1400 - 1500,48,1785,3064,16,1279
2023-09-22,1500 - 1600,76,1195,2181,29,986
2023-09-22,1600 - 1700,51,335,682,17,347
2023-09-22,1700 - 1800,42,599,1300,15,701
2023-09-22,1800 - 1900,37,1211,2063,18,852
2023-09-22,1900 - 2000,45,330,690,14,360
2023-09-22,2000 - 2100,66,517,1304,22,787
2023-09-22,2100 - 2200,44,600,1065,10,465
2023-09-22,2200 - 2300,36,429,877,15,448
2023-09-22,2300 - 0000,53,1070,1762,23,692
2023-09-23,0000 - 0100,0,1,6,1,5
2023-09-23,0500 - 0600,28,211,440,13,229
2023-09-23,0600 - 0700,28,554,884,10,330
2023-09-23,0700 - 0800,30,914,1294,18,380
2023-09-23,0800 - 0900,38,668,1041,21,373
2023-09-23,0900 - 1000,49,1395,1867,20,472
2023-09-23,1000 - 1100,26,706,1022,13,316
2023-09-23,1100 - 1200,21,835,1630,15,795
2023-09-23,1200 - 1300,20,497,801,15,304
2023-09-23,1300 - 1400,18,1189,2447,12,1258
2023-09-23,1400 - 1500,49,1788,3019,18,1231
2023-09-23,1500 - 1600,86,1487,2972,33,1485
2023-09-23,1600 - 1700,76,545,1024,30,479
2023-09-23,1700 - 1800,72,736,2266,35,1530
2023-09-23,1800 - 1900,65,1072,1633,26,561
2023-09-23,1900 - 2000,66,377,1145,20,768
2023-09-23,2000 - 2100,39,680,1673,19,993
2023-09-23,2100 - 2200,19,260,624,11,364
2023-09-23,2200 - 2300,35,540,1190,23,650
2023-09-23,2300 - 0000,36,210,627,31,417
2023-09-24,0500 - 0600,45,397,720,23,323
2023-09-24,0600 - 0700,40,531,927,16,396
2023-09-24,0700 - 0800,33,872,1282,21,410
2023-09-24,0800 - 0900,43,664,1007,23,343
2023-09-24,0900 - 1000,27,794,1191,20,397
2023-09-24,1000 - 1100,24,1128,1689,13,561
2023-09-24,1100 - 1200,20,745,1418,13,673
2023-09-24,1200 - 1300,23,735,1559,11,824
2023-09-24,1300 - 1400,27,1201,2519,14,1318
2023-09-24,1400 - 1500,23,1320,3026,16,1706
2023-09-24,1500 - 1600,18,448,1504,13,1056
2023-09-24,1600 - 1700,16,730,2029,18,1299
2023-09-24,1700 - 1800,13,441,1047,11,606
2023-09-24,1800 - 1900,14,639,1267,10,628
2023-09-24,1900 - 2000,20,597,1291,11,694
2023-09-24,2000 - 2100,22,606,1580,15,974
2023-09-24,2100 - 2200,12,294,919,9,625
2023-09-24,2200 - 2300,14,484,1130,11,646
2023-09-24,2300 - 0000,16,339,1204,15,865
2023-09-25,0500 - 0600,29,474,820,11,346
2023-09-25,0600 - 0700,27,101,277,11,176
2023-09-25,0700 - 0800,19,781,1157,17,376
2023-09-25,0800 - 0900,23,617,1027,18,410
2023-09-25,0900 - 1000,32,419,576,13,157
2023-09-25,1000 - 1100,39,1377,2290,17,913
2023-09-25,1100 - 1200,18,453,1022,15,569
2023-09-25,1200 - 1300,22,979,1790,19,811
2023-09-25,1300 - 1400,21,1401,2701,16,1300
2023-09-25,1400 - 1500,38,1369,2946,24,1577
2023-09-25,1500 - 1600,72,1399,2907,30,1508
2023-09-25,1600 - 1700,36,486,1176,25,690
2023-09-25,1700 - 1800,17,625,1656,20,1031
2023-09-25,1800 - 1900,21,1001,1905,12,904
2023-09-25,1900 - 2000,32,405,1203,16,798
2023-09-25,2000 - 2100,19,403,1157,14,754
2023-09-25,2100 - 2200,15,349,682,8,333
2023-09-25,2200 - 2300,14,232,688,11,456
2023-09-25,2300 - 0000,28,355,1210,26,855
2023-09-26,0500 - 0600,41,571,1030,23,459
2023-09-26,0600 - 0700,29,390,587,17,197
2023-09-26,0700 - 0800,27,382,688,19,306
2023-09-26,0800 - 0900,23,549,869,11,320
2023-09-26,0900 - 1000,49,899,1352,26,453
2023-09-26,1000 - 1100,40,504,866,20,362
2023-09-26,1100 - 1200,33,947,1952,20,1005
2023-09-26,1200 - 1300,37,1124,2061,17,937
2023-09-26,1300 - 1400,35,753,1588,15,835
2023-09-26,1400 - 1500,25,977,1587,17,610
2023-09-26,1500 - 1600,45,1085,2130,17,1045
2023-09-26,1600 - 1700,21,536,1441,14,905
2023-09-26,1700 - 1800,20,283,654,19,371
2023-09-26,1800 - 1900,14,647,1431,12,784
2023-09-26,1900 - 2000,21,447,924,11,477
2023-09-26,2000 - 2100,37,936,2126,22,1190
2023-09-26,2100 - 2200,52,551,1145,13,594
2023-09-26,2200 - 2300,30,247,658,20,411
2023-09-26,2300 - 0000,27,277,586,24,309
2023-09-27,0500 - 0600,46,666,1170,30,504
2023-09-27,0600 - 0700,30,200,319,10,119
2023-09-27,0700 - 0800,43,1191,1582,16,391
2023-09-27,0800 - 0900,63,641,867,20,226
2023-09-27,0900 - 1000,62,1458,1782,23,324
2023-09-27,1000 - 1100,54,866,1258,11,392
2023-09-27,1100 - 1200,64,471,798,16,327
2023-09-27,1200 - 1300,53,1016,1843,27,827
2023-09-27,1300 - 1400,55,1036,2066,17,1030
2023-09-27,1400 - 1500,72,1302,2140,16,838
2023-09-27,1500 - 1600,72,1162,2377,22,1215
2023-09-27,1600 - 1700,53,661,1257,27,596
2023-09-27,1700 - 1800,28,529,1539,21,1010
2023-09-27,1800 - 1900,12,945,1643,9,698
2023-09-27,1900 - 2000,19,662,968,9,306
2023-09-27,2000 - 2100,14,595,1610,11,1015
2023-09-27,2100 - 2200,14,269,739,10,470
2023-09-27,2200 - 2300,11,515,895,8,380
2023-09-27,2300 - 0000,17,648,1237,14,589
2023-09-28,0000 - 0100,4,12,22,8,10
2023-09-28,0500 - 0600,25,298,570,12,272
2023-09-28,0600 - 0700,35,372,677,16,305
2023-09-28,0700 - 0800,23,801,1062,10,261
2023-09-28,0800 - 0900,24,337,852,13,515
2023-09-28,0900 - 1000,41,1080,1383,15,303
2023-09-28,1000 - 1100,24,573,861,15,288
2023-09-28,1100 - 1200,17,1174,2100,12,926
2023-09-28,1200 - 1300,13,965,1463,12,498
2023-09-28,1300 - 1400,21,1278,2372,13,1094
2023-09-28,1400 - 1500,32,1422,2464,19,1042
2023-09-28,1500 - 1600,48,1517,2432,19,915
2023-09-28,1600 - 1700,26,397,878,14,481
2023-09-28,1700 - 1800,10,460,931,10,471
2023-09-28,1800 - 1900,21,773,1538,16,765
2023-09-28,1900 - 2000,22,194,579,14,385
2023-09-28,2000 - 2100,34,969,1875,17,906
2023-09-28,2100 - 2200,47,548,1008,22,460
2023-09-28,2200 - 2300,31,815,1231,17,416
2023-09-28,2300 - 0000,49,278,525,27,247
2023-09-29,0000 - 0100,30,175,271,18,96
2023-09-29,0500 - 0600,29,447,797,19,350
2023-09-29,0600 - 0700,21,505,723,11,218
2023-09-29,0700 - 0800,39,1209,1496,20,287
2023-09-29,0800 - 0900,24,421,566,10,145
2023-09-29,0900 - 1000,37,1135,1619,24,484
2023-09-29,1000 - 1100,48,1156,1465,26,309
2023-09-29,1100 - 1200,38,1009,1740,18,731
2023-09-29,1200 - 1300,28,976,1678,17,702
2023-09-29,1300 - 1400,14,775,1705,10,930
2023-09-29,1400 - 1500,22,1367,2645,15,1278
2023-09-29,1500 - 1600,40,1657,3007,17,1350
2023-09-29,1600 - 1700,40,411,874,19,463
2023-09-29,1700 - 1800,23,981,1715,12,734
2023-09-29,1800 - 1900,23,1018,2092,16,1074
2023-09-29,1900 - 2000,42,682,1114,13,432
2023-09-29,2000 - 2100,43,573,1766,31,1193
2023-09-29,2100 - 2200,32,620,1115,19,495
2023-09-29,2200 - 2300,22,245,428,16,183
2023-09-29,2300 - 0000,43,981,1553,39,572
2023-09-30,0500 - 0600,40,475,955,25,480
2023-09-30,0600 - 0700,22,138,255,6,117
2023-09-30,0700 - 0800,23,572,995,17,423
2023-09-30,0800 - 0900,44,946,1364,20,418
2023-09-30,0900 - 1000,56,1019,1612,29,593
2023-09-30,1000 - 1100,33,592,882,12,290
2023-09-30,1100 - 1200,17,632,1154,14,522
2023-09-30,1200 - 1300,22,1054,1955,13,901
2023-09-30,1300 - 1400,17,1037,2039,13,1002
2023-09-30,1400 - 1500,38,1755,3424,22,1669
2023-09-30,1500 - 1600,63,1185,2373,24,1188
2023-09-30,1600 - 1700,43,629,1470,21,841
2023-09-30,1700 - 1800,27,1007,2045,19,1038
2023-09-30,1800 - 1900,22,653,1427,20,774
2023-09-30,1900 - 2000,75,856,1945,23,1089
2023-09-30,2000 - 2100,94,495,1550,38,1055
2023-09-30,2100 - 2200,57,447,1044,32,597
2023-09-30,2200 - 2300,56,531,1153,23,622
2023-09-30,2300 - 0000,47,509,1202,32,693
2023-10-01,0000 - 0100,16,56,204,14,148
2023-10-01,0500 - 0600,34,417,832,24,415
2023-10-01,0600 - 0700,44,775,1134,16,359
2023-10-01,0700 - 0800,68,1103,1696,29,593
2023-10-01,0800 - 0900,82,327,541,15,214
2023-10-01,0900 - 1000,54,729,1294,24,565
2023-10-01,1000 - 1100,27,807,1466,15,659
2023-10-01,1100 - 1200,18,606,1025,12,419
2023-10-01,1200 - 1300,15,1006,1683,11,677
2023-10-01,1300 - 1400,18,1083,2128,14,1045
2023-10-01,1400 - 1500,32,1196,2886,21,1690
2023-10-01,1500 - 1600,24,840,2240,16,1400
2023-10-01,1600 - 1700,24,762,1667,12,905
2023-10-01,1700 - 1800,12,283,1012,8,729
2023-10-01,1800 - 1900,12,1143,2390,8,1247
2023-10-01,1900 - 2000,24,300,653,17,353
2023-10-01,2000 - 2100,48,839,2266,14,1427
2023-10-01,2100 - 2200,46,626,1382,12,756
2023-10-01,2200 - 2300,38,309,1084,15,775
2023-10-01,2300 - 0000,28,347,1056,17,709
2023-10-02,0500 - 0600,54,278,584,29,306
2023-10-02,0600 - 0700,38,734,1125,19,391
2023-10-02,0700 - 0800,41,618,1008,24,390
2023-10-02,0800 - 0900,40,768,1030,17,262
2023-10-02,0900 - 1000,44,550,917,26,367
2023-10-02,1000 - 1100,15,388,684,8,296
2023-10-02,1100 - 1200,19,995,1561,11,566
2023-10-02,1200 - 1300,17,709,1518,14,809
2023-10-02,1300 - 1400,26,1357,2747,23,1390
2023-10-02,1400 - 1500,36,1045,2040,21,995
2023-10-02,1500 - 1600,48,1594,3334,18,1740
2023-10-02,1600 - 1700,27,361,733,16,372
2023-10-02,1700 - 1800,14,657,1373,9,716
2023-10-02,1800 - 1900,24,1108,2338,14,1230
2023-10-02,1900 - 2000,41,783,1714,22,931
2023-10-02,2000 - 2100,47,371,1287,19,916
2023-10-02,2100 - 2200,33,515,1157,13,642
2023-10-02,2200 - 2300,19,356,885,15,529
2023-10-02,2300 - 0000,25,329,1021,23,692
2023-10-03,0500 - 0600,34,291,529,32,238
2023-10-03,0600 - 0700,21,721,1178,9,457
2023-10-03,0700 - 0800,34,427,723,24,296
2023-10-03,0800 - 0900,35,519,936,17,417
2023-10-03,0900 - 1000,48,781,1181,29,400
2023-10-03,1000 - 1100,31,366,588,18,222
2023-10-03,1100 - 1200,14,639,1419,11,780
2023-10-03,1200 - 1300,14,785,1523,10,738
2023-10-03,1300 - 1400,25,933,1810,13,877
2023-10-03,1400 - 1500,31,1263,2393,15,1130
2023-10-03,1500 - 1600,26,680,1455,12,775
2023-10-03,1600 - 1700,15,480,1159,11,679
2023-10-03,1700 - 1800,11,563,1233,9,670
2023-10-03,1800 - 1900,16,630,1423,11,793
2023-10-03,1900 - 2000,16,246,550,11,304
2023-10-03,2000 - 2100,39,791,1685,12,894
2023-10-03,2100 - 2200,30,398,1007,13,609
2023-10-03,2200 - 2300,30,759,1660,15,901
2023-10-03,2300 - 0000,21,376,790,9,414
2023-10-04,0500 - 0600,35,304,532,23,228
2023-10-04,0600 - 0700,24,777,1103,12,326
2023-10-04,0700 - 0800,62,1012,1432,25,420
2023-10-04,0800 - 0900,67,345,507,10,162
2023-10-04,0900 - 1000,61,755,1148,25,393
2023-10-04,1000 - 1100,43,951,1392,24,441
2023-10-04,1100 - 1200,16,570,1049,13,479
2023-10-04,1200 - 1300,34,1199,1903,19,704
2023-10-04,1300 - 1400,45,854,1513,15,659
2023-10-04,1400 - 1500,58,1419,2653,21,1234
2023-10-04,1500 - 1600,67,1084,2089,20,1005
2023-10-04,1600 - 1700,58,443,1051,27,608
2023-10-04,1700 - 1800,20,744,1445,13,701
2023-10-04,1800 - 1900,22,810,1286,12,476
2023-10-04,1900 - 2000,22,672,1328,10,656
2023-10-04,2000 - 2100,20,366,1087,11,721
2023-10-04,2100 - 2200,21,600,1241,10,641
2023-10-04,2200 - 2300,23,628,1138,13,510
2023-10-04,2300 - 0000,28,513,1076,22,563
2023-10-05,0500 - 0600,34,582,966,18,384
2023-10-05,0600 - 0700,16,386,456,12,70
2023-10-05,0700 - 0800,38,636,946,13,310
2023-10-05,0800 - 0900,46,304,405,11,101
2023-10-05,0900 - 1000,48,552,753,14,201
2023-10-05,1000 - 1100,26,892,1370,9,478
2023-10-05,1100 - 1200,15,1035,1762,11,727
2023-10-05,1200 - 1300,22,1026,1452,14,426
2023-10-05,1300 - 1400,17,1244,2060,10,816
2023-10-05,1400 - 1500,37,1689,2987,22,1298
2023-10-05,1500 - 1600,22,362,525,16,163
2023-10-05,1600 - 1700,15,708,1358,10,650
2023-10-05,1700 - 1800,14,896,2007,13,1111
2023-10-05,1800 - 1900,10,625,1103,7,478
2023-10-05,1900 - 2000,8,97,242,5,145
2023-10-05,2000 - 2100,24,976,1956,10,980
2023-10-05,2100 - 2200,35,619,1377,12,758
2023-10-05,2200 - 2300,15,593,994,9,401
2023-10-05,2300 - 0000,21,310,553,15,243
2023-10-06,0500 - 0600,25,350,776,13,426
2023-10-06,0600 - 0700,30,977,1246,9,269
2023-10-06,0700 - 0800,53,831,1076,25,245
2023-10-06,0800 - 0900,68,385,526,10,141
2023-10-06,0900 - 1000,78,1202,1609,27,407
2023-10-06,1000 - 1100,42,561,807,17,246
2023-10-06,1100 - 1200,19,789,1249,10,460
2023-10-06,1200 - 1300,30,1240,1892,18,652
2023-10-06,1300 - 1400,34,1200,2117,18,917
2023-10-06,1400 - 1500,41,1570,2653,21,1083
2023-10-06,1500 - 1600,53,969,1868,26,899
2023-10-06,1600 - 1700,20,887,1574,10,687
2023-10-06,1700 - 1800,13,807,1706,9,899
2023-10-06,1800 - 1900,20,924,1308,13,384
2023-10-06,1900 - 2000,20,657,1383,9,726
2023-10-06,2000 - 2100,33,811,1574,11,763
2023-10-06,2100 - 2200,28,418,869,12,451
2023-10-06,2200 - 2300,16,516,790,13,274
2023-10-06,2300 - 0000,24,354,775,19,421
2023-10-07,0500 - 0600,26,313,603,11,290
2023-10-07,0600 - 0700,15,559,788,8,229
2023-10-07,0700 - 0800,21,1125,1756,15,631
2023-10-07,0800 - 0900,20,260,382,18,122
2023-10-07,0900 - 1000,37,820,1245,23,425
2023-10-07,1000 - 1100,21,831,1258,12,427
2023-10-07,1100 - 1200,15,662,1404,11,742
2023-10-07,1200 - 1300,22,1037,1703,15,666
2023-10-07,1300 - 1400,20,1331,2536,17,1205
2023-10-07,1400 - 1500,39,1034,1754,15,720
2023-10-07,1500 - 1600,49,1530,3169,24,1639
2023-10-07,1600 - 1700,28,386,827,14,441
2023-10-07,1700 - 1800,23,857,2293,22,1436
2023-10-07,1800 - 1900,25,559,1307,21,748
2023-10-07,1900 - 2000,16,710,1275,16,565
2023-10-07,2000 - 2100,35,729,1813,16,1084
2023-10-07,2100 - 2200,26,467,1034,15,567
2023-10-07,2200 - 2300,23,688,1537,15,849
2023-10-07,2300 - 0000,24,87,280,19,193
2023-10-08,0500 - 0600,30,293,626,14,333
2023-10-08,0600 - 0700,33,1057,1596,11,539
2023-10-08,0700 - 0800,26,355,779,22,424
2023-10-08,0800 - 0900,14,348,410,8,62
2023-10-08,0900 - 1000,24,459,799,17,340
2023-10-08,1000 - 1100,31,1567,2711,23,1144
2023-10-08,1100 - 1200,20,388,873,14,485
2023-10-08,1200 - 1300,24,1109,2142,16,1033
2023-10-08,1300 - 1400,24,1652,2992,13,1340
2023-10-08,1400 - 1500,30,993,2942,21,1949
2023-10-08,1500 - 1600,33,812,2024,17,1212
2023-10-08,1600 - 1700,9,137,437,7,300
2023-10-08,1700 - 1800,14,670,1784,12,1114
2023-10-08,1800 - 1900,18,1071,2202,12,1131
2023-10-08,1900 - 2000,19,120,387,13,267
2023-10-08,2000 - 2100,22,728,2101,14,1373
2023-10-08,2100 - 2200,15,332,853,10,521
2023-10-08,2200 - 2300,13,273,997,12,724
2023-10-08,2300 - 0000,13,314,1129,12,815
2023-10-09,0500 - 0600,23,103,151,21,48
2023-10-09,0600 - 0700,20,708,1526,17,818
2023-10-09,0700 - 0800,26,521,1005,20,484
2023-10-09,0800 - 0900,34,124,220,11,96
2023-10-09,0900 - 1000,25,958,1443,16,485
2023-10-09,1000 - 1100,19,751,1335,10,584
2023-10-09,1100 - 1200,15,499,1081,10,582
2023-10-09,1200 - 1300,13,773,1847,10,1074
2023-10-09,1300 - 1400,13,965,1990,10,1025
